"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"SI","2018-05-01","93.8","-2.5217","6.1477","Trea Turner",607208,641771,"walk","ball",,,,,"11","Trea Turner walks.  ","R","R","R","WSH","PIT","B","null","null",3,1,2018,"-1.2155","1.1706","-0.7101","4.3762","null","null","null",1,1,"Bot","null","null",,,465041,,"180501_231507","7.4402","-136.5128","-1.4623","-16.9714","30.6133","-17.3141","3.6428","1.6514","null","null","null","94.2690","2081","6.5980",529851,641771,465041,605137,624428,592567,474568,572816,516782,570256,"53.9012","null","null","0.70",1,0,0,"null",5,"5","Sinker",0,0,0,0,0,0,0,0,"Standard","Standard"
"SI","2018-05-01","95.7","-2.2228","5.9721","Trea Turner",607208,641771,"null","ball",,,,,"14","null","R","R","R","WSH","PIT","B","null","null",2,1,2018,"-1.2202","1.1876","1.5912","1.6528","null","null","null",1,1,"Bot","null","null",,,465041,,"180501_231452","12.8236","-138.5916","-8.4195","-18.6653","30.7203","-15.1117","3.5171","1.6514","null","null","null","95.6730","2272","6.5200",529851,641771,465041,605137,624428,592567,474568,572816,516782,570256,"53.9797","null","null","null","null","null","null","null",5,"4","Sinker",0,0,0,0,0,0,0,0,"Standard","Standard"
"SI","2018-05-01","96.1","-2.5461","6.0855","Trea Turner",607208,641771,"null","foul",,,,,"11","null","R","R","R","WSH","PIT","S","null","null",2,0,2018,"-1.1596","1.1562","-1.1332","3.2497","null","null","null",1,1,"Bot","null","null",,,465041,,"180501_231435","6.2992","-139.7423","-4.4703","-16.4396","31.8218","-16.4289","3.3011","1.4126","18","89.8","-8.1497","95.5260","2002","6.0200",529851,641771,465041,605137,624428,592567,474568,572816,516782,570256,"54.4791","null","null","null","null","null","null","null",5,"3","Sinker",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2018-05-01","88.4","-2.5182","5.9320","Trea Turner",607208,641771,"null","ball",,,,,"14","null","R","R","R","WSH","PIT","B","null","null",1,0,2018,"0.4884","0.4273","1.9538","0.7165","null","null","null",1,1,"Bot","null","null",,,465041,,"180501_231408","9.7495","-128.1662","-7.3575","3.3010","25.7561","-26.3381","3.4670","1.5890","null","null","null","87.1370","2494","5.6310",529851,641771,465041,605137,624428,592567,474568,572816,516782,570256,"54.8686","null","null","null","null","null","null","null",5,"2","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"SI","2018-05-01","96.0","-2.3970","6.0716","Trea Turner",607208,641771,"null","ball",,,,,"14","null","R","R","R","WSH","PIT","B","null","null",0,0,2018,"-1.2110","1.1501","0.3766","1.5225","null","null","null",1,1,"Bot","null","null",,,465041,,"180501_231400","10.0067","-139.2412","-8.9547","-17.8800","30.5802","-15.5311","3.5800","1.6640","null","null","null","95.5890","2103","6.1830",529851,641771,465041,605137,624428,592567,474568,572816,516782,570256,"54.3169","null","null","null","null","null","null","null",5,"1","Sinker",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2018-04-30","95.4","-2.0961","6.2650","Trea Turner",607208,592791,"field_out","hit_into_play",,,,,"14","Trea Turner grounds out, pitcher Jameson Taillon to first baseman Josh Bell.  ","R","R","R","WSH","PIT","X",1,"ground_ball",0,0,2018,"-0.5508","1.4030","0.1368","0.9984","null","null","null",0,1,"Bot","130.64","182.70",,,465041,,"180430_231631","7.0925","-138.4130","-11.3288","-8.6183","29.7766","-11.8778","3.3010","1.4125","null","82.9","-20.6990","95.3330","2362","6.3320",529836,592791,465041,605137,624428,592567,474568,572816,446481,570256,"54.1675","0.072","0.066","0.00",1,0,0,2,6,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2018-04-29","85.2","2.4180","6.3134","Trea Turner",607208,592662,"strikeout","swinging_strike",,,,,"13","Trea Turner strikes out swinging.  ","R","R","L","WSH","ARI","S",2,"null",0,2,2018,"-0.4811","0.4529","-1.0404","1.1972","null","null","null",0,1,"Bot","null","null",,,571974,,"180429_174520","-7.1309","-123.6752","-6.5208","-3.3820","26.1210","-26.4310","3.2720","1.3822","null","null","null","84.6460","1988","6.1980",529815,592662,571974,502671,606466,571918,605113,444482,572041,572008,"54.3013","null","null","0.00",1,0,0,"null",6,"3","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2018-04-29","84.4","2.4499","6.3285","Trea Turner",607208,592662,"null","foul",,,,,"7","null","R","R","L","WSH","ARI","S","null","null",0,1,2018,"-0.2527","0.2550","-0.3993","1.4883","null","null","null",0,1,"Bot","null","null",,,571974,,"180429_174500","-6.0972","-122.6160","-5.3461","-1.3113","24.3812","-28.7934","3.2720","1.3822","3","53.0","-31.7882","83.9340","1921","6.0850",529815,592662,571974,502671,606466,571918,605113,444482,572041,572008,"54.4144","null","null","null","null","null","null","null",6,"2","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2018-04-29","91.5","2.3648","6.4828","Trea Turner",607208,592662,"null","called_strike",,,,,"4","null","R","R","L","WSH","ARI","S","null","null",0,0,2018,"0.1204","1.7998","-0.4307","2.3079","null","null","null",0,1,"Bot","null","null",,,571974,,"180429_174446","-7.2406","-132.7654","-8.3434","3.0441","30.1829","-9.6267","3.4217","1.5748","null","null","null","90.4730","2152","5.9630",529815,592662,571974,502671,606466,571918,605113,444482,572041,572008,"54.5369","null","null","null","null","null","null","null",6,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2018-04-28","83.8","2.3955","6.3522","Trea Turner",607208,571578,"strikeout","swinging_strike",,,,,"7","Trea Turner strikes out swinging.  ","R","R","L","WSH","ARI","S",2,"null",0,2,2018,"-0.3067","0.0135","-0.7389","1.6344","null","null","null",0,1,"Bot","null","null",,,488671,,"180428_201128","-6.5556","-121.8105","-4.4913","-1.8033","22.0045","-31.4656","3.5046","1.6249","null","null","null","82.8880","2466","5.5620",529800,571578,488671,572233,606466,518614,605113,444482,572041,502481,"54.9373","null","null","0.00",1,0,0,"null",4,"3","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"FT","2018-04-28","92.8","2.4100","6.5027","Trea Turner",607208,571578,"null","foul_bunt",,,,,"6","null","R","R","L","WSH","ARI","S","null","null",0,1,2018,"1.2420","0.8873","0.5464","2.8252","null","null","null",0,1,"Bot","null","null",,,488671,,"180428_201059","-7.3997","-134.8799","-5.5363","16.5511","26.7147","-20.5108","3.5046","1.6249","5","62.3","-30.2765","92.5860","2241","6.0270",529800,571578,488671,572233,606466,518614,605113,444482,572041,502481,"54.4728","null","null","null","null","null","null","null",4,"2","2-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FT","2018-04-28","92.5","2.4127","6.4474","Trea Turner",607208,571578,"null","called_strike",,,,,"8","null","R","R","L","WSH","ARI","S","null","null",0,0,2018,"1.2377","0.9711","0.1532","1.6383","null","null","null",0,1,"Bot","null","null",,,488671,,"180428_201044","-8.3987","-134.2981","-8.5470","16.6286","26.0985","-18.9481","3.4670","1.5890","null","null","null","92.4850","2213","6.1760",529800,571578,488671,572233,606466,518614,605113,444482,572041,502481,"54.3239","null","null","null","null","null","null","null",4,"1","2-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SI","2018-04-27","92.3","-1.5014","5.8635","Trea Turner",607208,643327,"field_out","hit_into_play",,,,,"7","Trea Turner grounds out, shortstop Nick Ahmed to first baseman Paul Goldschmidt.  ","R","R","R","WSH","ARI","X",6,"ground_ball",3,2,2018,"-1.3588","0.4517","-0.4159","1.7818","null","null","null",0,1,"Bot","110.91","147.95",,,425772,,"180427_231341","5.5762","-134.0904","-5.4621","-17.2421","27.9813","-25.9279","3.4191","1.4796","28","111.1","-1.6240","91.3440","2347","5.7250",529785,643327,425772,502671,606466,518614,605113,444482,572041,502481,"54.7749","0.488","0.431","0.00",1,0,0,4,4,"7","Sinker",0,0,0,0,0,0,0,0,"Standard","Standard"
"FC","2018-04-27","90.1","-1.5204","5.9467","Trea Turner",607208,643327,"null","foul",,,,,"1","null","R","R","R","WSH","ARI","S","null","null",3,2,2018,"0.0080","0.9791","-0.3424","2.9048","null","null","null",0,1,"Bot","null","null",,,425772,,"180427_231310","2.8580","-131.0972","-3.5572","-0.4955","26.8109","-20.7744","3.4445","1.4796","75","56.0","76.1585","88.6930","2271","5.3450",529785,643327,425772,502671,606466,518614,605113,444482,572041,502481,"55.1547","null","null","null","null","null","null","null",4,"6","Cutter",0,0,0,0,0,0,0,0,"Standard","Standard"
"KC","2018-04-27","82.6","-1.5556","6.0097","Trea Turner",607208,643327,"null","ball",,,,,"14","null","R","R","R","WSH","ARI","B","null","null",2,2,2018,"0.1901","-0.9435","0.2041","1.3726","null","null","null",0,1,"Bot","null","null",,,425772,,"180427_231254","3.5800","-119.9971","-2.1959","1.0340","24.5583","-40.7742","3.4344","1.5556","null","null","null","80.8950","2263","5.3480",529785,643327,425772,502671,606466,518614,605113,444482,572041,502481,"55.1514","null","null","null","null","null","null","null",4,"5","Knuckle Curve",0,0,0,0,0,0,0,0,"Standard","Standard"
"FC","2018-04-27","88.9","-1.7208","5.9601","Trea Turner",607208,643327,"null","foul",,,,,"14","null","R","R","R","WSH","ARI","S","null","null",2,1,2018,"-0.1428","0.8336","1.1450","2.0576","null","null","null",0,1,"Bot","null","null",,,425772,,"180427_231234","7.1700","-129.1090","-5.1039","-3.0012","26.2064","-22.3703","3.4951","1.5049","6","72.8","-18.7449","87.3510","2306","5.3640",529785,643327,425772,502671,606466,518614,605113,444482,572041,502481,"55.1359","null","null","null","null","null","null","null",4,"4","Cutter",0,0,0,0,0,0,0,0,"Standard","Standard"
"FC","2018-04-27","89.7","-1.6785","5.9150","Trea Turner",607208,643327,"null","ball",,,,,"14","null","R","R","R","WSH","ARI","B","null","null",1,1,2018,"0.0418","0.7116","1.1678","1.7608","null","null","null",0,1,"Bot","null","null",,,425772,,"180427_231218","6.8232","-130.3105","-5.6701","-0.8301","24.7189","-23.4429","3.4851","1.5049","null","null","null","88.4460","2387","5.3820",529785,643327,425772,502671,606466,518614,605113,444482,572041,502481,"55.1173","null","null","null","null","null","null","null",4,"3","Cutter",0,0,0,0,0,0,0,0,"Standard","Standard"
"SI","2018-04-27","90.4","-1.6737","5.9540","Trea Turner",607208,643327,"null","called_strike",,,,,"6","null","R","R","R","WSH","ARI","S","null","null",1,0,2018,"-1.2370","0.5425","0.4867","2.6010","null","null","null",0,1,"Bot","null","null",,,425772,,"180427_231203","7.8098","-131.2196","-3.4588","-15.5478","27.6015","-25.6027","3.4445","1.5556","null","null","null","89.0100","2246","5.5520",529785,643327,425772,502671,606466,518614,605113,444482,572041,502481,"54.9474","null","null","null","null","null","null","null",4,"2","Sinker",0,0,0,0,0,0,0,0,"Standard","Standard"
"SI","2018-04-27","90.7","-1.6928","6.0762","Trea Turner",607208,643327,"null","ball",,,,,"11","null","R","R","R","WSH","ARI","B","null","null",0,0,2018,"-1.4545","0.4158","-0.6733","4.1844","null","null","null",0,1,"Bot","null","null",,,425772,,"180427_231147","5.4733","-131.7349","0.3679","-17.6166","29.3911","-27.8390","3.4344","1.5303","null","null","null","89.1100","2267","5.5230",529785,643327,425772,502671,606466,518614,605113,444482,572041,502481,"54.9769","null","null","null","null","null","null","null",4,"1","Sinker",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2018-04-25","87.8","-2.4179","6.3503","Trea Turner",607208,502188,"field_out","hit_into_play",,,,,"2","Trea Turner pops out to second baseman Joe Panik.  ","R","R","R","SF","WSH","X",4,"popup",0,0,2018,"-1.0372","1.3992","0.1064","2.9787","null","null","null",0,1,"Top","161.06","132.61",,,460026,,"180425_194526","8.1100","-127.5943","-4.8685","-12.6656","23.1984","-16.4088","3.2321","1.3452","181","82.3","59.8000","87.2530","2431","5.7550",529774,502188,460026,474832,605412,467055,543063,453923,457706,457705,"54.7422","0.027","0.028","0.00",1,0,0,3,1,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SI","2018-04-24","90.3","2.6397","6.4595","Trea Turner",607208,621389,"field_out","hit_into_play",,,,,"4","Trea Turner grounds out, third baseman Evan Longoria to first baseman Brandon Belt.  ","R","R","L","SF","WSH","X",5,"ground_ball",1,1,2018,"1.2062","0.8958","-0.6733","2.2520","null","null","null",0,1,"Top","113.94","180.05",,,457763,,"180425_021521","-10.3139","-130.7566","-6.1189","15.1886","25.4068","-21.4655","3.3494","1.4626","4","73.5","-25.2950","87.7470","2057","4.7820",529759,621389,457763,474832,605412,446334,543063,607776,453923,457705,"55.7150","0.063","0.072","0.00",1,0,0,2,1,"3","Sinker",0,0,0,0,0,0,0,0,"Standard","Standard"
"CH","2018-04-24","80.4","2.8955","6.5250","Trea Turner",607208,621389,"null","swinging_strike",,,,,"14","null","R","R","L","SF","WSH","S","null","null",1,0,2018,"1.5106","0.8957","0.7593","1.1987","null","null","null",0,1,"Top","null","null",,,457763,,"180425_021506","-7.0539","-116.3741","-6.3786","14.0744","21.3169","-23.7435","3.3387","1.4532","null","null","null","77.1500","2058","4.2090",529759,621389,457763,474832,605412,446334,543063,607776,453923,457705,"56.2882","null","null","null","null","null","null","null",1,"2","Changeup",0,0,0,0,0,0,0,0,"Standard","Standard"
"SI","2018-04-24","89.2","2.8254","6.4721","Trea Turner",607208,621389,"null","ball",,,,,"12","null","R","R","L","SF","WSH","B","null","null",0,0,2018,"1.2743","1.0321","1.1721","2.8094","null","null","null",0,1,"Top","null","null",,,457763,,"180425_021453","-6.3477","-129.4269","-4.8386","14.8087","26.7001","-20.5440","3.4292","1.6656","null","null","null","86.3430","2049","4.5960",529759,621389,457763,474832,605412,446334,543063,607776,453923,457705,"55.9016","null","null","null","null","null","null","null",1,"1","Sinker",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2018-04-23","84.1","-1.5107","6.1847","Trea Turner",607208,608717,"strikeout","swinging_strike",,,,,"9","Trea Turner strikes out swinging.  ","R","R","R","SF","WSH","S",2,"null",0,2,2018,"0.6908","-0.4349","0.7847","1.3559","null","null","null",0,1,"Top","null","null",,,457763,,"180424_021729","3.9275","-122.1474","-3.8477","5.8502","25.7341","-35.8440","3.3491","1.4623","null","null","null","82.5120","2844","5.4880",529744,608717,457763,474832,605412,446334,543063,607776,457706,457705,"55.0096","null","null","0.00",1,0,0,"null",1,"4","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2018-04-23","90.9","-1.2473","6.2522","Trea Turner",607208,608717,"null","foul",,,,,"11","null","R","R","R","SF","WSH","S","null","null",0,2,2018,"-0.8106","1.3839","-1.3866","3.6398","null","null","null",0,1,"Top","null","null",,,457763,,"180424_021552","1.3722","-132.4867","-3.6478","-9.8186","25.5703","-15.3611","3.5046","1.6249","70","42.8","65.8124","91.2140","2347","6.1730",529744,608717,457763,474832,605412,446334,543063,607776,457706,457705,"54.3245","null","null","null","null","null","null","null",1,"3","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"CU","2018-04-23","77.5","-1.3792","6.2485","Trea Turner",607208,608717,"null","foul",,,,,"6","null","R","R","R","SF","WSH","S","null","null",0,1,2018,"1.3326","-0.7684","0.3461","2.7594","null","null","null",0,1,"Top","null","null",,,457763,,"180424_021529","1.2893","-112.7790","0.8780","10.8517","21.7424","-39.0022","3.3491","1.4623","187","68.4","50.1875","76.6170","3077","5.7840",529744,608717,457763,474832,605412,446334,543063,607776,457706,457705,"54.7131","null","null","null","null","null","null","null",1,"2","Curveball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2018-04-23","91.2","-1.4156","6.1919","Trea Turner",607208,608717,"null","called_strike",,,,,"6","null","R","R","R","SF","WSH","S","null","null",0,0,2018,"-0.4860","1.2496","0.5567","2.4409","null","null","null",0,1,"Top","null","null",,,457763,,"180424_021514","5.9618","-132.5888","-6.2125","-6.8660","25.4338","-16.4754","3.5169","1.5813","null","null","null","91.1610","2381","6.0850",529744,608717,457763,474832,605412,446334,543063,607776,457706,457705,"54.4127","null","null","null","null","null","null","null",1,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard"
"FT","2018-04-22","89.4","1.7754","5.7733","Trea Turner",607208,622072,"field_out","hit_into_play",,,,,"8","Trea Turner flies out to center fielder Chris Taylor.  ","R","R","L","LAD","WSH","X",8,"fly_ball",0,0,2018,"0.5906","1.2490","-0.0510","1.8438","null","null","null",0,1,"Top","141.17","54.72",,,518735,,"180423_000758","-5.7069","-129.9736","-6.3010","7.7597","24.3926","-17.0500","3.7211","1.8540","343","97.8","36.8140","89.4090","1815","6.1110",529735,622072,518735,641355,400284,571970,608369,592626,621035,624577,"54.3879","0.243","0.466","0.00",1,0,0,3,1,"1","2-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"CU","2018-04-21","74.2","2.0893","6.0906","Trea Turner",607208,547943,"field_out","hit_into_play",,,,,"9","Trea Turner grounds out softly, third baseman Max Muncy to first baseman Cody Bellinger.  ","R","R","L","LAD","WSH","X",5,"ground_ball",1,1,2018,"-0.8075","-1.2301","0.7076","1.9871","null","null","null",0,1,"Top","113.52","178.82",,,"null",,"180422_011105","-1.4240","-107.8989","0.9958","-5.9482","19.5262","-42.0516","3.4670","1.5890","null","83.0","-21.0000","null","2622","5.9757",529720,"null","null","null","null","null","null","null","null","null","54.5238","0.072","0.066","0.00",1,0,0,2,1,"3","Curveball",0,0,0,0,0,0,0,0,"null","null"
"FF","2018-04-21","89.1","2.3571","5.8501","Trea Turner",607208,547943,"null","called_strike",,,,,"14","null","R","R","L","LAD","WSH","S","null","null",1,0,2018,"0.8856","1.2781","0.9866","2.0249","null","null","null",0,1,"Top","null","null",,,518735,,"180422_011046","-5.2530","-129.6568","-6.1419","11.0983","24.2247","-16.6114","3.3880","1.5830","null","null","null","89.8230","2126","6.4940",529720,547943,518735,641355,621035,571970,608369,461314,592626,624577,"54.0047","null","null","null","null","null","null","null",1,"2","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2018-04-21","88.1","2.3607","6.0613","Trea Turner",607208,547943,"null","ball",,,,,"12","null","R","R","L","LAD","WSH","B","null","null",0,0,2018,"0.9942","1.1838","1.3166","2.8938","null","null","null",0,1,"Top","null","null",,,518735,,"180422_011029","-4.6145","-128.3095","-4.1206","11.9433","24.4564","-18.4109","3.3914","1.7002","null","null","null","88.6400","2098","6.4020",529720,547943,518735,641355,621035,571970,608369,461314,592626,624577,"54.0973","null","null","null","null","null","null","null",1,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2018-04-20","91.2","1.3729","6.1985","Trea Turner",607208,477132,"double","hit_into_play_no_out",,,,,"7","Trea Turner doubles (4) on a sharp line drive to left fielder Joc Pederson.  ","R","R","L","LAD","WSH","X","null","line_drive",0,0,2018,"-0.0796","1.7809","-0.5503","1.9029","null","null","null",0,1,"Top","49.39","119.76",,,518735,,"180421_021051","-4.6933","-132.6028","-8.8133","0.0915","29.3549","-9.2280","3.4670","1.5890","259","112.3","13.8500","91.6650","2320","6.6930",529705,477132,518735,641355,400284,571970,608369,592626,621035,624577,"53.8057","0.777","0.927","1.25",1,1,1,6,1,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SI","2018-04-18","93.5","0.8720","5.7876","Trea Turner",607208,571927,"strikeout","called_strike",,,,,"7","Trea Turner called out on strikes.  ","R","R","L","NYM","WSH","S",2,"null",1,2,2018,"1.4969","0.7717","-0.6863","1.9479","null","null","null",0,1,"Top","null","null",,,446653,,"180418_231121","-7.2583","-135.8687","-5.7941","19.9963","30.0129","-21.6395","3.4562","1.6783","null","null","null","93.0960","2084","6.1450",529682,571927,446653,408236,452678,453943,642708,493316,624424,457803,"54.3543","null","null","0.00",1,0,0,"null",1,"4","Sinker",0,0,0,0,0,0,0,0,"Standard","Standard"
"CU","2018-04-18","78.8","0.9801","5.6681","Trea Turner",607208,571927,"null","swinging_strike",,,,,"13","null","R","R","L","NYM","WSH","S","null","null",1,1,2018,"-0.5616","-0.9208","-0.2878","1.2316","null","null","null",0,1,"Top","null","null",,,446653,,"180418_231105","-1.7168","-114.8264","-1.1321","-4.6122","21.5067","-40.2778","3.2909","1.4026","null","null","null","78.7250","2304","6.1850",529682,571927,446653,408236,452678,453943,642708,493316,624424,457803,"54.3143","null","null","null","null","null","null","null",1,"3","Curveball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2018-04-18","93.4","1.0303","5.7990","Trea Turner",607208,571927,"null","foul",,,,,"5","null","R","R","L","NYM","WSH","S","null","null",1,0,2018,"1.2631","1.0732","-0.1662","2.3111","null","null","null",0,1,"Top","null","null",,,446653,,"180418_231050","-5.8496","-135.7053","-5.5177","16.8631","32.0763","-17.9506","3.2228","1.3344","177","70.0","31.8033","92.9690","2223","6.3000",529682,571927,446653,408236,452678,453943,642708,493316,624424,457803,"54.2000","null","null","null","null","null","null","null",1,"2","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SI","2018-04-18","92.8","0.9320","5.9268","Trea Turner",607208,571927,"null","ball",,,,,"3","null","R","R","L","NYM","WSH","B","null","null",0,0,2018,"1.2937","1.0221","0.3900","3.1822","null","null","null",0,1,"Top","null","null",,,446653,,"180418_231037","-4.1976","-135.0256","-3.4168","16.6465","31.2598","-19.2335","3.2432","1.4319","null","null","null","92.4360","2229","6.2210",529682,571927,446653,408236,452678,453943,642708,493316,624424,457803,"54.2789","null","null","null","null","null","null","null",1,"1","Sinker",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2018-04-17","95.8","-1.6459","5.5678","Trea Turner",607208,554430,"double","hit_into_play_no_out",,,,,"7","Trea Turner doubles (2) on a sharp fly ball to center fielder Juan Lagares.  ","R","R","R","NYM","WSH","X","null","fly_ball",2,1,2018,"-1.1116","1.3979","-0.3502","1.6317","null","null","null",0,1,"Top","139.72","25.37",,,621512,,"180417_231201","6.0432","-139.3640","-8.0834","-16.0994","31.1589","-12.0070","3.3957","1.5873","409","104.9","23.7410","96.8000","2442","6.8640",529668,554430,621512,527038,452678,453943,642708,493316,501571,457803,"53.6359","0.965","1.865","1.25",1,1,1,6,1,"4","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2018-04-17","89.6","-1.6611","5.6555","Trea Turner",607208,554430,"null","ball",,,,,"9","null","R","R","R","NYM","WSH","B","null","null",1,1,2018,"0.0549","1.0515","0.6006","1.5156","null","null","null",0,1,"Top","null","null",,,621512,,"180417_231142","5.5169","-130.3385","-6.5559","-0.4754","26.2840","-18.8394","3.3337","1.5659","null","null","null","90.5140","2266","6.7740",529668,554430,621512,527038,452678,453943,642708,493316,501571,457803,"53.7256","null","null","null","null","null","null","null",1,"3","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2018-04-17","93.1","-1.6106","5.7580","Trea Turner",607208,554430,"null","ball",,,,,"13","null","R","R","R","NYM","WSH","B","null","null",0,1,2018,"-0.9707","1.5753","-1.3414","2.1011","null","null","null",0,1,"Top","null","null",,,621512,,"180417_231128","2.8485","-135.4943","-7.1580","-12.6729","27.9687","-11.2772","3.4196","1.5873","null","null","null","93.7620","2101","6.5470",529668,554430,621512,527038,452678,453943,642708,493316,501571,457803,"53.9524","null","null","null","null","null","null","null",1,"2","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2018-04-17","94.9","-1.5902","5.5990","Trea Turner",607208,554430,"null","called_strike",,,,,"9","null","R","R","R","NYM","WSH","S","null","null",0,0,2018,"-0.8933","1.5077","0.5120","1.7176","null","null","null",0,1,"Top","null","null",,,621512,,"180417_231116","7.6367","-137.9550","-8.0213","-13.3608","30.8808","-10.8974","3.3321","1.4636","null","null","null","95.9800","2325","6.9800",529668,554430,621512,527038,452678,453943,642708,493316,501571,457803,"53.5199","null","null","null","null","null","null","null",1,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2018-04-16","94.8","-1.3324","5.3676","Trea Turner",607208,594798,"field_out","hit_into_play",,,,,"5","Trea Turner pops out to first baseman Adrian Gonzalez in foul territory.  ","R","R","R","NYM","WSH","X",3,"popup",1,2,2018,"-0.2962","1.3085","-0.2700","2.4234","null","null","null",0,1,"Top","167.72","180.67",,,446653,,"180416_231114","3.4661","-138.0359","-4.9839","-4.6160","32.4261","-14.4243","3.2966","1.4084","null","80.0","69.0000","95.1630","2434","6.5900",529653,594798,446653,408236,452678,453943,642708,624424,501571,607043,"53.9091","0.000","0.000","0.00",1,0,0,3,1,"4","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2018-04-16","90.2","-1.2521","5.4150","Trea Turner",607208,594798,"null","foul",,,,,"6","null","R","R","R","NYM","WSH","S","null","null",1,1,2018,"0.4807","0.2801","0.5037","2.5683","null","null","null",0,1,"Top","null","null",,,446653,,"180416_231058","3.3552","-131.3930","-1.7815","4.9649","25.6818","-28.7433","3.2966","1.4084","334","92.1","34.7193","90.8670","2545","6.4630",529653,594798,446653,408236,452678,453943,642708,624424,501571,607043,"54.0362","null","null","null","null","null","null","null",1,"3","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2018-04-16","94.7","-1.4696","5.3318","Trea Turner",607208,594798,"null","foul",,,,,"4","null","R","R","R","NYM","WSH","S","null","null",1,0,2018,"-0.2529","1.2647","-0.2857","2.4558","null","null","null",0,1,"Top","null","null",,,446653,,"180416_231036","3.6933","-137.9483","-4.7085","-4.1227","32.6033","-15.0189","3.4670","1.5890","180","70.7","54.5462","95.2340","2320","6.6830",529653,594798,446653,408236,452678,453943,642708,624424,501571,607043,"53.8170","null","null","null","null","null","null","null",1,"2","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2018-04-16","94.7","-1.3571","5.3365","Trea Turner",607208,594798,"null","ball",,,,,"12","null","R","R","R","NYM","WSH","B","null","null",0,0,2018,"-0.1875","1.3593","1.1203","2.6002","null","null","null",0,1,"Top","null","null",,,446653,,"180416_231017","7.0400","-137.8517","-4.6518","-4.1773","33.7731","-13.4389","3.5287","1.6618","null","null","null","96.1120","2305","7.3140",529653,594798,446653,408236,452678,453943,642708,624424,501571,607043,"53.1858","null","null","null","null","null","null","null",1,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
