"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"KC","2018-05-28","81.7","-1.5139","6.1083","Trea Turner",607208,502171,"single","hit_into_play_no_out",,,,,"1","Trea Turner singles on a line drive to center fielder Adam Jones.  ","R","R","R","BAL","WSH","X","null","line_drive",2,2,2018,"0.7063","-1.5238","-0.3008","2.8379","null","null","null",2,3,"Top","137.94","101.00",,,572180,,"180528_175127","1.3981","-118.5506","2.0571","6.0072","25.5590","-46.5457","3.3475","1.4587","153","97.3","8.4250","79.2630","2601","5.0420",530213,502171,572180,641820,570731,502143,592518,502226,430945,572073,"55.4580","0.677","0.643","0.90",1,1,0,4,19,"6","Knuckle Curve",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2018-05-28","92.2","-1.5236","6.1339","Trea Turner",607208,502171,"null","foul",,,,,"3","null","R","R","R","BAL","WSH","S","null","null",2,2,2018,"-1.3178","1.4700","0.2897","3.3690","null","null","null",2,3,"Top","null","null",,,572180,,"180528_175100","7.1909","-133.7215","-4.0947","-16.8092","31.4003","-14.6411","3.3475","1.4587","203","75.7","53.4354","89.8700","2125","5.2470",530213,502171,572180,641820,570731,502143,592518,502226,430945,572073,"55.2539","null","null","null","null","null","null","null",19,"5","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"KC","2018-05-28","81.4","-1.4985","6.0967","Trea Turner",607208,502171,"null","ball",,,,,"14","null","R","R","R","BAL","WSH","B","null","null",1,2,2018,"0.6525","-1.8023","1.0566","0.7307","null","null","null",2,3,"Top","null","null",,,572180,,"180528_175030","4.4161","-117.9676","-1.8315","4.6222","29.1971","-47.8683","3.3374","1.4587","null","null","null","78.4440","2629","5.1370",530213,502171,572180,641820,570731,502143,592518,502226,430945,572073,"55.3633","null","null","null","null","null","null","null",19,"4","Knuckle Curve",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2018-05-28","92.1","-1.5816","6.1318","Trea Turner",607208,502171,"null","called_strike",,,,,"14","null","R","R","R","BAL","WSH","S","null","null",1,1,2018,"-1.3089","1.5753","0.8865","2.6041","null","null","null",2,3,"Top","null","null",,,572180,,"180528_175007","8.8920","-133.4312","-6.2404","-17.2759","32.2789","-12.7428","3.5804","1.6335","null","null","null","90.2050","2233","5.6610",530213,502171,572180,641820,570731,502143,592518,502226,430945,572073,"54.8398","null","null","null","null","null","null","null",19,"3","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"KC","2018-05-28","81.8","-1.6372","6.1305","Trea Turner",607208,502171,"null","called_strike",,,,,"5","null","R","R","R","BAL","WSH","S","null","null",1,0,2018,"0.7125","-1.4081","-0.0826","2.3895","null","null","null",2,3,"Top","null","null",,,572180,,"180528_174950","2.1391","-118.5283","0.7776","5.7364","26.5767","-45.0001","3.5222","1.5170","null","null","null","78.2800","2525","4.4420",530213,502171,572180,641820,570731,502143,592518,502226,430945,572073,"56.0582","null","null","null","null","null","null","null",19,"2","Knuckle Curve",0,0,0,0,0,0,0,0,"Standard","Standard"
"KC","2018-05-28","81.4","-1.6130","6.1485","Trea Turner",607208,502171,"null","ball",,,,,"14","null","R","R","R","BAL","WSH","B","null","null",0,0,2018,"0.4808","-1.4626","0.6557","1.0840","null","null","null",2,3,"Top","null","null",,,572180,,"180528_174931","4.0725","-117.8793","-1.8621","3.1991","27.6156","-44.7466","3.4539","1.4587","null","null","null","77.8790","2615","4.6010",530213,502171,572180,641820,570731,502143,592518,502226,430945,572073,"55.8990","null","null","null","null","null","null","null",19,"1","Knuckle Curve",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2018-05-27","93.9","-1.5210","6.2546","Trea Turner",607208,608716,"field_out","hit_into_play",,,,,"5","Trea Turner flies out to right fielder Brian Anderson.  ","R","R","R","MIA","WSH","X",9,"fly_ball",1,0,2018,"-0.5668","1.6357","-0.1691","2.7252","null","null","null",1,9,"Top","184.29","80.10",,,592663,,"180527_200531","4.7253","-136.4992","-6.9683","-8.0726","29.9994","-10.5689","3.4139","1.5242","313","96.0","46.0060","93.5630","2240","6.1450",530198,608716,592663,571506,516770,500743,595375,518618,621446,605119,"54.3556","0.009","0.010","0.00",1,0,0,3,71,"2","4-Seam Fastball",2,5,5,2,5,2,5,2,"Standard","Standard"
"FF","2018-05-27","94.3","-1.5517","6.1913","Trea Turner",607208,608716,"null","ball",,,,,"13","null","R","R","R","MIA","WSH","B","null","null",0,0,2018,"-1.0966","1.3841","-0.7239","0.4310","null","null","null",1,9,"Top","null","null",,,592663,,"180527_200505","4.6332","-136.7805","-12.3250","-14.9141","33.6842","-11.9771","3.7521","1.7804","null","null","null","94.1310","2301","6.6350",530198,608716,592663,571506,516770,500743,595375,518618,621446,605119,"53.8661","null","null","null","null","null","null","null",71,"1","4-Seam Fastball",2,5,5,2,5,2,5,2,"Standard","Standard"
"FF","2018-05-27","92.9","1.9184","6.0008","Trea Turner",607208,606424,"double","hit_into_play_score",,,,,"8","Trea Turner doubles (11) on a sharp line drive to left fielder Derek Dietrich.   Pedro Severino scores.    Mark Reynolds to 3rd.  ","R","R","L","MIA","WSH","X","null","line_drive",1,0,2018,"1.4785","0.9839","0.1365","1.7971","null","600474.00","448602.00",1,7,"Top","92.46","73.27",,,592663,,"180527_192046","-7.6812","-134.8388","-6.9953","19.4622","30.2896","-19.0417","3.7724","1.7804","308","101.1","15.5020","91.9670","2129","5.9480",530198,606424,592663,571506,516770,500743,595375,518618,621446,605119,"54.5534","0.520","0.593","1.25",1,1,1,4,52,"2","4-Seam Fastball",0,3,3,0,3,0,3,0,"Standard","Standard"
"FF","2018-05-27","93.0","1.9006","6.0306","Trea Turner",607208,606424,"null","ball",,,,,"13","null","R","R","L","MIA","WSH","B","null","null",0,0,2018,"1.5430","1.0122","-2.3042","1.0711","null","600474.00","448602.00",1,7,"Top","null","null",,,592663,,"180527_192010","-14.0377","-134.3862","-8.9930","21.6763","29.2521","-18.2225","3.7418","1.8521","null","null","null","92.2700","2149","6.2520",530198,606424,592663,571506,516770,500743,595375,518618,621446,605119,"54.2491","null","null","null","null","null","null","null",52,"1","4-Seam Fastball",0,3,3,0,3,0,3,0,"Standard","Standard"
"SL","2018-05-27","80.6","-2.3062","5.4581","Trea Turner",607208,622694,"double_play","hit_into_play",,,,,"4","Trea Turner lines into a double play, third baseman Miguel Rojas to first baseman Justin Bour.   Stephen Strasburg doubled off 1st.  ","R","R","R","MIA","WSH","X",5,"line_drive",2,2,2018,"0.5994","0.2704","-0.3346","2.2527","null","null","544931.00",1,5,"Top","101.94","168.88",,,592663,,"180527_183637","3.2416","-117.3494","-0.9438","4.8265","23.1557","-29.7599","3.4139","1.5242","151","90.7","10.0110","80.1920","1865","6.0760",530198,622694,592663,571506,516770,500743,595375,518618,621446,605119,"54.4244","0.693","0.655","0.00",1,0,0,4,35,"8","Slider",0,2,2,0,2,0,2,0,"Standard","Standard"
"CH","2018-05-27","83.3","-2.3787","5.3044","Trea Turner",607208,622694,"null","foul",,,,,"11","null","R","R","R","MIA","WSH","S","null","null",2,2,2018,"-1.3813","0.6629","-0.9955","2.9151","null","null","544931.00",1,5,"Top","null","null",,,592663,,"180527_183552","6.0055","-121.3106","-0.3495","-15.0468","24.6003","-25.6622","3.4139","1.5242","41","75.7","-0.4116","84.0760","1653","6.8400",530198,622694,592663,571506,516770,500743,595375,518618,621446,605119,"53.6611","null","null","null","null","null","null","null",35,"7","Changeup",0,2,2,0,2,0,2,0,"Standard","Standard"
"FF","2018-05-27","90.2","-2.3442","5.4728","Trea Turner",607208,622694,"null","foul",,,,,"11","null","R","R","R","MIA","WSH","S","null","null",2,2,2018,"-0.6113","1.4364","-1.3632","3.1129","null","null","544931.00",1,5,"Top","null","null",,,592663,,"180527_183528","3.7762","-131.3007","-2.9452","-7.9621","31.3211","-15.1049","3.4139","1.5242","315","105.3","22.1892","90.2680","2103","6.6020",530198,622694,592663,571506,516770,500743,595375,518618,621446,605119,"53.8987","null","null","null","null","null","null","null",35,"6","4-Seam Fastball",0,2,2,0,2,0,2,0,"Standard","Standard"
"SL","2018-05-27","83.3","-2.4267","5.4119","Trea Turner",607208,622694,"null","foul",,,,,"11","null","R","R","R","MIA","WSH","S","null","null",2,2,2018,"0.3693","0.6145","-1.2896","2.6318","null","null","544931.00",1,5,"Top","null","null",,,592663,,"180527_183459","1.8884","-121.3202","-1.1626","3.2691","22.8059","-26.1433","3.3971","1.5075","223","103.0","12.5896","83.2130","1975","6.0970",530198,622694,592663,571506,516770,500743,595375,518618,621446,605119,"54.4042","null","null","null","null","null","null","null",35,"5","Slider",0,2,2,0,2,0,2,0,"Standard","Standard"
"CH","2018-05-27","85.4","-2.3268","5.3309","Trea Turner",607208,622694,"null","ball",,,,,"14","null","R","R","R","MIA","WSH","B","null","null",1,2,2018,"-1.2513","0.5198","0.3801","0.9068","null","null","544931.00",1,5,"Top","null","null",,,592663,,"180527_183436","9.1182","-124.1270","-5.2639","-15.1491","24.9403","-25.7558","3.5779","1.6779","null","null","null","86.7170","1528","7.2000",530198,622694,592663,571506,516770,500743,595375,518618,621446,605119,"53.3012","null","null","null","null","null","null","null",35,"4","Changeup",0,2,2,0,2,0,2,0,"Standard","Standard"
"FF","2018-05-27","91.1","-2.2852","5.4248","Trea Turner",607208,622694,"null","foul",,,,,"2","null","R","R","R","MIA","WSH","S","null","null",1,1,2018,"-0.3162","1.4897","-0.2271","2.9518","null","null","544931.00",1,5,"Top","null","null",,,592663,,"180527_183405","5.8208","-132.4642","-3.4129","-5.0335","31.0873","-14.3447","3.4138","1.5242","null","null","null","90.4160","2157","6.1390",530198,622694,592663,571506,516770,500743,595375,518618,621446,605119,"54.3617","null","null","null","null","null","null","null",35,"3","4-Seam Fastball",0,2,2,0,2,0,2,0,"Standard","Standard"
"SL","2018-05-27","85.2","-2.4334","5.4018","Trea Turner",607208,622694,"null","swinging_strike",,,,,"14","null","R","R","R","MIA","WSH","S","null","null",1,0,2018,"0.4720","0.6588","1.0019","1.6585","null","null","544931.00",1,5,"Top","null","null",,,592663,,"180527_183347","7.0987","-123.8074","-3.7676","3.4040","24.6931","-24.9201","3.4138","1.5242","null","null","null","84.8710","2054","6.1510",530198,622694,592663,571506,516770,500743,595375,518618,621446,605119,"54.3495","null","null","null","null","null","null","null",35,"2","Slider",0,2,2,0,2,0,2,0,"Standard","Standard"
"SL","2018-05-27","84.9","-2.5020","5.4059","Trea Turner",607208,622694,"null","blocked_ball",,,,,"14","null","R","R","R","MIA","WSH","B","null","null",0,0,2018,"0.0228","0.6047","0.8192","0.6818","null","null","544931.00",1,5,"Top","null","null",,,592663,,"180527_183327","7.7014","-123.3374","-5.8705","-1.3548","25.3882","-25.0722","3.7111","1.7804","null","null","null","84.5080","2155","6.2060",530198,622694,592663,571506,516770,500743,595375,518618,621446,605119,"54.2949","null","null","null","null","null","null","null",35,"1","Slider",0,2,2,0,2,0,2,0,"Standard","Standard"
"SL","2018-05-27","83.4","-2.4859","5.4770","Trea Turner",607208,622694,"field_out","hit_into_play",,,,,"8","Trea Turner bunt grounds out, pitcher Elieser Hernandez to first baseman Justin Bour.  ","R","R","R","MIA","WSH","X",1,"ground_ball",0,1,2018,"0.0075","0.5844","-0.2208","2.0818","null","null","null",2,3,"Top","122.34","193.56",,,592663,,"180527_175217","5.1753","-121.3554","-2.4637","-0.9924","24.9854","-26.2008","3.4138","1.5242","26","22.9","18.2162","82.9640","1981","6.1200",530198,622694,592663,571506,516770,500743,595375,518618,621446,605119,"54.3804","0.106","0.075","0.00",1,0,0,1,18,"2","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2018-05-27","91.9","-2.5779","5.3954","Trea Turner",607208,622694,"null","called_strike",,,,,"13","null","R","R","R","MIA","WSH","S","null","null",0,0,2018,"-1.0959","1.2997","-0.8429","2.2859","null","null","null",2,3,"Top","null","null",,,592663,,"180527_175157","6.7500","-133.4995","-4.7665","-14.5560","30.9758","-15.8976","3.4958","1.6779","null","null","null","91.4260","2120","6.2760",530198,622694,592663,571506,516770,500743,595375,518618,621446,605119,"54.2248","null","null","null","null","null","null","null",18,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FT","2018-05-26","85.0","-2.9251","2.9048","Trea Turner",607208,446899,"single","hit_into_play_score",,,,,"6","Trea Turner singles on a line drive to center fielder Lewis Brinson.   Matt Adams scores.    Wilmer Difo to 3rd.  ","R","R","R","MIA","WSH","X","null","line_drive",0,1,2018,"-1.1535","-0.7124","0.5725","2.2977","null","571431.00","594694.00",2,9,"Top","156.30","75.79",,,592663,,"180526_225417","10.2381","-123.0110","6.1880","-13.3600","23.0233","-40.6408","3.4670","1.5890","302","99.7","13.7850","83.6380","1917","5.5720",530183,446899,592663,571506,516770,500743,595375,518618,621446,605119,"54.9291","0.729","0.761","0.90",1,1,0,4,68,"2","2-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Standard"
"FT","2018-05-26","83.4","-2.7636","2.8300","Trea Turner",607208,446899,"null","foul_bunt",,,,,"8","null","R","R","R","MIA","WSH","S","null","null",0,0,2018,"-0.7630","-0.9131","-0.0945","2.1037","null","571431.00","594694.00",2,9,"Top","null","null",,,592663,,"180526_225336","7.5099","-120.8378","6.5175","-8.8338","24.2693","-42.4977","3.4670","1.5890","null","null","null","82.2680","1708","5.8410",530183,446899,592663,571506,516770,500743,595375,518618,621446,605119,"54.6602","null","null","null","null","null","null","null",68,"1","2-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Standard"
"FF","2018-05-26","92.6","-2.1969","6.2523","Trea Turner",607208,607457,"field_out","hit_into_play",,,,,"2","Trea Turner grounds out, third baseman Miguel Rojas to first baseman Justin Bour.  ","R","R","R","MIA","WSH","X",5,"ground_ball",0,0,2018,"-0.3679","1.2882","0.1858","2.9410","null","null","null",1,8,"Top","108.12","173.56",,,592663,,"180526_221435","6.8327","-134.6281","-5.3895","-5.8955","29.0010","-15.7525","3.4670","1.5890","34","82.2","-1.8840","92.0930","2469","6.0180",530183,607457,592663,571506,516770,500743,595375,518618,621446,605119,"54.4825","0.179","0.161","0.00",1,0,0,2,54,"1","4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard"
"FF","2018-05-26","91.2","1.8695","6.0734","Trea Turner",607208,612672,"field_out","hit_into_play",,,,,"11","Trea Turner pops out to first baseman Justin Bour in foul territory.  ","R","R","L","MIA","WSH","X",3,"popup",0,2,2018,"0.5081","1.4955","-0.1568","3.6190","null","null","null",0,6,"Top","176.70","170.00",,,592663,,"180526_213723","-6.1432","-132.6359","-3.4514","7.2263","27.5820","-14.1709","3.4670","1.5890","null","80.0","69.0000","90.8790","2069","6.0640",530183,612672,592663,571506,516770,500743,595375,518618,621446,605119,"54.4366","0.000","0.000","0.00",1,0,0,3,37,"3","4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard"
"SL","2018-05-26","83.8","1.7250","6.0572","Trea Turner",607208,612672,"null","foul",,,,,"2","null","R","R","L","MIA","WSH","S","null","null",0,1,2018,"-0.4998","0.6573","-0.2358","2.9467","null","null","null",0,6,"Top","null","null",,,592663,,"180526_213659","-3.5342","-121.9764","-2.0976","-4.3095","21.6501","-25.5258","3.4670","1.5890","90","75.6","81.3525","83.4850","2116","5.8490",530183,612672,592663,571506,516770,500743,595375,518618,621446,605119,"54.6520","null","null","null","null","null","null","null",37,"2","Slider",1,0,0,1,0,1,0,1,"Standard","Standard"
"FF","2018-05-26","90.1","1.8378","6.0405","Trea Turner",607208,612672,"null","foul",,,,,"5","null","R","R","L","MIA","WSH","S","null","null",0,0,2018,"0.6064","1.6051","-0.2451","2.7480","null","null","null",0,6,"Top","null","null",,,592663,,"180526_213645","-6.3884","-130.8125","-5.4642","8.2753","29.5632","-13.1088","3.4670","1.5890","135","78.6","77.3788","89.1080","2114","5.9640",530183,612672,592663,571506,516770,500743,595375,518618,621446,605119,"54.5366","null","null","null","null","null","null","null",37,"1","4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard"
"CH","2018-05-26","81.7","1.7296","5.9034","Trea Turner",607208,612672,"single","hit_into_play_no_out",,,,,"14","Trea Turner singles on a line drive to center fielder Lewis Brinson.  ","R","R","L","MIA","WSH","X","null","line_drive",1,1,2018,"0.9127","1.0313","0.9213","2.0243","null","null","null",1,3,"Top","136.66","76.89",,,592663,,"180526_204701","-3.5160","-118.9460","-4.1183","9.1871","21.6985","-21.9945","3.4670","1.5890","235","90.1","13.4770","81.2670","1437","5.8590",530183,612672,592663,571506,516770,500743,595375,518618,621446,605119,"54.6418","0.922","0.897","0.90",1,1,0,4,17,"3","Changeup",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2018-05-26","89.8","1.7584","5.9964","Trea Turner",607208,612672,"null","called_strike",,,,,"6","null","R","R","L","MIA","WSH","S","null","null",1,0,2018,"0.1446","1.4822","0.4162","2.8762","null","null","null",1,3,"Top","null","null",,,592663,,"180526_204641","-3.6051","-130.6715","-4.8257","2.3824","26.9408","-14.6007","3.4670","1.5890","null","null","null","89.4290","2111","6.0140",530183,612672,592663,571506,516770,500743,595375,518618,621446,605119,"54.4869","null","null","null","null","null","null","null",17,"2","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"CH","2018-05-26","80.9","1.7452","5.9498","Trea Turner",607208,612672,"null","ball",,,,,"14","null","R","R","L","MIA","WSH","B","null","null",0,0,2018,"0.8993","1.1172","1.8869","2.5175","null","null","null",1,3,"Top","null","null",,,592663,,"180526_204628","-1.3540","-117.8165","-3.1237","8.5027","21.3322","-21.5793","3.4670","1.5890","null","null","null","80.4760","1428","5.8490",530183,612672,592663,571506,516770,500743,595375,518618,621446,605119,"54.6514","null","null","null","null","null","null","null",17,"1","Changeup",0,0,0,0,0,0,0,0,"Standard","Standard"
"SI","2018-05-25","94.2","-1.6838","5.3599","Trea Turner",607208,628333,"field_error","hit_into_play_score",,,,,"4","Trea Turner reaches on a fielding error by shortstop Miguel Rojas.   Wilmer Difo scores.  ","R","R","R","MIA","WSH","X",6,"line_drive",0,1,2018,"-1.2645","0.6930","-0.5449","2.3687","594694.00","null","null",2,8,"Top","107.51","143.13",,,592663,,"180526_021406","5.6797","-137.0307","-3.5707","-16.9552","29.2945","-23.0118","3.4140","1.5243","175","95.5","11.7350","93.7060","2289","5.9440",530168,628333,592663,571506,516770,605119,500743,518618,621446,543776,"54.5565","0.925","0.892","0.90",1,0,0,4,72,"2","Sinker",5,8,8,5,8,5,8,5,"Standard","Standard"
